;num_sequences;num_seg_sites;avg_pair;nuc_div;theta;tajimas_D;gene_group
145;192;116;22.67888307;0.060717348;19.88990386;0.438099589;group1012
146;14;2179;1129.21978;0.479353129;685.1913057;2.940253489;group10120
147;7;13;7.428571429;0.013531095;5.306122449;2.190555054;group10121
148;9;513;271.5;0.266799626;188.7516426;2.287081404;group10122
149;9;217;114.4444444;0.280501089;79.84231275;2.253103667;group10123
150;4;811;522.1666667;0.342740304;442.3636364;1.896015061;group10124
151;14;1;0.142857143;0.000266028;0.314452183;-1.155241342;group10125
152;7;217;103.3333333;0.220797721;88.57142857;0.978834452;group10126
153;12;443;84;0.059718983;146.6946996;-2.016875499;group10127
154;2;2;2;0.002534854;2;nan;group10128
155;17;214;99.61764706;0.48581361;63.29995703;2.466272156;group10129
156;192;155;37.29799302;0.063162763;26.57702671;1.272103863;group1013
157;3;210;140;0.192043896;140;nan;group10130
158;5;0;0;0;nan;nan;group10131
159;5;0;0;0;nan;nan;group10132
160;6;128;42.66666667;0.146620848;56.05839416;-1.546968589;group10133
161;5;0;0;0;nan;nan;group10134
162;7;267;76.47619048;0.174149622;108.9795918;-1.753207908;group10135
163;11;59;34.16363636;0.180454112;20.14361198;3.30147175;group10136
164;5;1;0.4;0.000634921;0.48;-0.816496581;group10137
165;5;0;0;0;nan;nan;group10138
166;11;616;313.3090909;0.34305704;210.3129657;2.376612454;group10139
167;196;155;32.57823129;0.054254105;26.48315431;0.724620401;group1014
168;34;395;133.9180036;0.257104989;96.60540291;1.477059487;group10140
169;5;0;0;0;nan;nan;group10141
170;5;0;0;0;nan;nan;group10142
171;7;222;65.71428571;0.111125696;90.6122449;-1.613927943;group10143
172;5;0;0;0;nan;nan;group10144
173;7;0;0;0;nan;nan;group10145
174;18;132;57.35947712;0.056904243;38.37708514;2.087682183;group10146
175;18;42;17.12418301;0.062044141;12.21089073;1.645147075;group10147
176;8;87;22.5;0.037989222;33.55371901;-1.789748525;group10148
177;13;270;92.69230769;0.089864764;87.00666116;0.300674401;group10149
178;196;162;34.43846154;0.054668462;27.67916773;0.769795733;group1015
179;6;154;51.33333333;0.125816993;67.44525547;-1.548770186;group10150
180;7;2235;1058.857143;0.275073674;912.244898;0.947987771;group10151
181;9;109;55.86111111;0.243425808;40.10512484;2.030498392;group10152
182;5;45;27;0.375;21.6;1.883648515;group10153
183;5;0;0;0;nan;nan;group10154
184;3;28;18.66666667;0.064146621;18.66666667;nan;group10155
185;2;0;0;0;nan;nan;group10156
186;2;0;0;0;nan;nan;group10157
187;2;0;0;0;nan;nan;group10158
188;7;493;158.0952381;0.443356009;201.2244898;-1.262168865;group10159
189;196;169;37.129618;0.063233947;28.87518115;0.902139299;group1016
190;5;0;0;0;nan;nan;group10160
191;4;154;77;0.251633987;84;-0.873429899;group10161
192;14;162;55.21978022;0.322425688;50.94125357;0.377220348;group10162
193;2;0;0;0;nan;nan;group10163
194;3;0;0;0;nan;nan;group10164
195;5;192;93.3;0.313090909;92.16;0.094328678;group10165
196;3;1140;718.3333333;0.575049873;760;nan;group10166
197;16;880;398.0916667;0.228707025;265.201709;2.198734951;group10167
198;2;1;1;0.00047824;1;nan;group10168
199;2;9;9;0.0375;9;nan;group10169
200;71;34;15.60080483;0.056524655;7.035205554;3.906330981;group1017
201;4;222;140.8333333;0.107917621;121.0909091;1.710599606;group10170
202;8;107;24.35714286;0.014162977;41.26721763;-2.231745542;group10171
203;2;1012;1012;0.551198257;1012;nan;group10172
204;38;1235;522.4025605;0.493485316;293.9366073;2.941850898;group10173
205;2;0;0;0;nan;nan;group10174
206;2;0;0;0;nan;nan;group10175
207;2;176;176;0.407407407;176;nan;group10176
208;21;562;254.3047619;0.268593684;156.2091906;2.601673967;group10177
209;5;56;23.3;0.093748163;26.88;-1.006563832;group10178
210;3;564;391.3333333;0.348693207;376;nan;group10179
211;71;144;60.40362173;0.056668536;29.7961647;3.540339163;group1018
212;7;527;190.4761905;0.211553079;215.1020408;-0.674267746;group10180
213;3;156;104;0.320987654;104;nan;group10181
214;2;1;1;0.001013171;1;nan;group10182
215;4;310;160.3333333;0.069980982;169.0909091;-0.543767121;group10183
216;7;0;0;0;nan;nan;group10184-2
217;4;0;0;0;nan;nan;group10184-3
218;2;0;0;0;nan;nan;group10184-4
219;11;182;61.09090909;0.175548589;62.13792169;-0.081293015;group10184
220;2;1;1;0.002873563;1;nan;group10185
221;5;374;149.6;0.070433145;179.52;-1.273265021;group10186
222;10;339;93.97777778;0.169975455;119.8316734;-1.079572651;group10187
223;7;815;273.6190476;0.192270397;332.6530612;-1.045925137;group10188
224;2;142;142;0.498245614;142;nan;group10189
225;195;244;51.88242136;0.073046432;41.72617114;0.77459572;group1019
226;4;0;0;0;nan;nan;group10190
227;2;0;0;0;nan;nan;group10191
228;21;242;82.59047619;0.227478365;67.26445576;0.939017565;group10192
229;5;97;38.8;0.11547619;46.56;-1.266343215;group10193
230;6;1262;709.8666667;0.42357647;552.7007299;1.852925331;group10194
231;2;162;162;0.227848101;162;nan;group10195
232;11;710;264.6181818;0.331851608;242.406178;0.444825616;group10196
233;6;833;293.6666667;0.182134336;364.8175182;-1.270386406;group10197
234;5;52;20.8;0.01791559;24.96;-1.258396857;group10198
235;3;0;0;0;nan;nan;group10199-2
236;9;1231;592.6388889;0.35573469;452.9303548;1.611572065;group10199
237;123;102;15.8712515;0.041806402;18.94034535;-0.523391001;group102
238;196;123;34.47692308;0.113196228;21.01566439;2.002177182;group1020
239;3;1357;949.3333333;0.609875285;904.6666667;nan;group10200
240;4;276;180;0.211911175;150.5454545;2.053732389;group10201
241;4;270;135.3333333;0.148328756;147.2727273;-0.850943786;group10202
242;4;259;129.5;0.090496157;141.2727273;-0.874629277;group10203
243;10;1506;1015.955556;0.589522764;532.3495581;4.560373283;group10204
244;5;419;167.6;0.205392157;201.12;-1.273527561;group10205
245;2;21;21;0.137254902;21;nan;group10206-3
246;75;32;13.13621622;0.07658735;6.546614981;3.189898586;group10206
247;54;108;30.84975542;0.044133265;23.70026083;1.064600802;group10207
248;24;60;14;0.053206929;16.06730482;-0.502858458;group10208
249;20;56;13.13684211;0.07186881;15.78469826;-0.678003086;group10209
250;144;120;22.69609557;0.095097525;21.64676805;0.155288448;group1021
251;14;95;34.01098901;0.118571222;29.87295734;0.617420842;group10210
252;2;2;2;0.003546099;2;nan;group10211-2
253;39;140;46.14709852;0.124415016;33.11335021;1.457780482;group10211
254;6;2;0.866666667;0.002078337;0.875912409;-0.050017378;group10212
255;34;87;26.05347594;0.032046096;21.2776457;0.837847959;group10213
256;33;119;34.72159091;0.023765634;29.32121249;0.696271744;group10214
257;49;605;202.8971088;0.290980973;135.6868178;1.81141093;group10215
258;34;275;101.2745098;0.052991366;67.25692607;1.928358765;group10216
259;34;758;326.5187166;0.193116844;185.3845453;2.921213169;group10217
260;30;425;114.3494253;0.204118009;107.2784301;0.256847926;group10218
261;24;27;11.36956522;0.01430134;7.23028717;2.142122996;group10219
262;194;212;53.56348486;0.064690199;36.285872;1.511750227;group1022
263;40;552;179.9448718;0.277799668;129.7741659;1.449159919;group10220
264;24;60;19.57971014;0.018808559;16.06730482;0.854369761;group10221
265;34;396;162.8627451;0.184251889;96.84997355;2.606633785;group10222
266;34;238;79.14616756;0.052791855;58.20781238;1.369332815;group10223
267;41;444;139.6914634;0.211420899;103.7736435;1.29157776;group10224
268;30;138;43.15632184;0.051208494;34.8339373;0.919245686;group10225
269;8;0;0;0;nan;nan;group10226
270;27;164;42.22222222;0.129605581;42.54855778;-0.030099435;group10227
271;20;1;0.1;0.000666667;0.281869612;-1.164391054;group10228
272;17;0;0;0;nan;nan;group10229
273;194;250;57.77928529;0.065583041;42.7899434;1.115702715;group1023
274;19;0;0;0;nan;nan;group10230
275;21;12;1.480952381;0.005831657;3.335427558;-1.970945176;group10231
276;30;9;3.365517241;0.023680795;2.27177852;1.496153751;group10232
277;3;3;2;0.001287001;2;nan;group10233-2
278;28;882;249.8835979;0.214229249;226.650341;0.404982534;group10233
279;12;22;11.68181818;0.015034515;7.28506409;2.668040639;group10234
280;23;89;36.6798419;0.020880162;24.11392665;2.077982858;group10235
281;23;29;12.08695652;0.008835495;7.857346886;2.042579433;group10236
282;2;46;46;0.638888889;46;nan;group10237
283;47;221;72.22016651;0.03970782;50.0375027;1.614870713;group10238
284;18;102;25.11111111;0.017012948;29.65502033;-0.643826937;group10239
285;196;82;13.88168498;0.026197646;14.01044293;-0.028239557;group1024
286;50;223;47.46285714;0.040799232;49.78561668;-0.168691361;group10240
287;50;92;24.56244898;0.018908737;20.53935755;0.694448893;group10241
288;51;463;36.13333333;0.046164073;102.9070614;-2.357924163;group10242
289;14;18;3.659340659;0.003111684;5.660139285;-1.46528082;group10243
290;14;35;7.538461538;0.009627665;11.00582639;-1.362248998;group10244
291;14;14;2;0.002314815;4.402330555;-2.20999328;group10245
292;26;69;30.85846154;0.048667626;18.08195918;2.735198118;group10246
293;8;9;3.392857143;0.002751709;3.47107438;-0.110382668;group10247-2
294;6;1;0.333333333;0.000270343;0.437956204;-0.933020529;group10247-3
295;128;694;303.1793799;0.270284552;127.9183778;4.559506845;group10247
296;14;6;0.857142857;0.002040816;1.886713095;-1.958907596;group10248
297;14;5;0.714285714;0.001123091;1.572260913;-1.889327875;group10249
298;196;72;9.900575615;0.022059398;12.30185233;-0.595644811;group1025
299;2;13;13;0.013171226;13;nan;group10250
300;17;99;34.33088235;0.123156426;29.28362498;0.733045969;group10251
301;15;3;0.514285714;0.002521008;0.922633399;-1.316540048;group10252
302;25;0;0;0;nan;nan;group10253
303;24;281;30.67028986;0.078007635;75.24854425;-2.386215111;group10254
304;3;460;309;0.265758266;306.6666667;nan;group10255
305;4;11;5.5;0.007024266;6;-0.837406711;group10256-2
306;81;138;41.29012346;0.052733236;27.79187914;1.64918255;group10256
307;4;8;4;0.009259259;4.363636364;-0.824071927;group10257-2
308;81;84;21.19722222;0.049067644;16.916796;0.845336942;group10257
309;4;14;7;0.01703163;7.636363636;-0.845323404;group10258-2
310;81;96;33.2558642;0.080914511;19.33348114;2.418194727;group10258
311;4;16;8;0.006158584;8.727272727;-0.849027712;group10259-2
312;81;298;89.80555556;0.069134377;60.01434771;1.709266429;group10259
313;180;181;26.68535071;0.078677101;31.38333493;-0.476355958;group1026
314;44;24;4.773784355;0.007673364;5.517243129;-0.447520504;group10260
315;17;48;15.04411765;0.017692646;14.1981212;0.248297769;group10261
316;19;193;31.76608187;0.081986773;55.22003774;-1.781243341;group10262
317;18;86;36.20915033;0.03996595;25.00325244;1.8763177;group10263
318;13;2;0.307692308;0.001266223;0.644493786;-1.468005781;group10264
319;13;8;1.230769231;0.004273504;2.577975146;-2.024027558;group10265
320;14;70;10;0.00870322;22.01165278;-2.416584018;group10266
321;58;283;74.43859649;0.146699667;61.13614001;0.775622577;group10267
322;13;0;0;0;nan;nan;group10268
323;12;0;0;0;nan;nan;group10269
324;196;138;28.48963893;0.035971766;23.57855029;0.653534845;group1027
325;21;59;20.1047619;0.027764751;16.39918549;0.905829828;group10270
326;13;0;0;0;nan;nan;group10271
327;14;17;2.428571429;0.013270882;5.345687103;-2.251001321;group10272
328;13;0;0;0;nan;nan;group10273
329;24;67;33.92028986;0.041265559;17.94182372;3.494203613;group10274
330;24;68;34.38768116;0.048776853;18.20961213;3.487549242;group10275
331;24;26;11.88405797;0.039221313;6.962498756;2.637243599;group10276
332;68;61;3.454784899;0.016711814;12.73658625;-2.446373205;group10277
333;60;1;0.451977401;0.003964714;0.214444844;1.421608424;group10278
334;22;111;19.55411255;0.018412535;30.44967834;-1.445994813;group10279
335;187;166;62.62722098;0.187216556;28.59284564;3.768335861;group1028
336;20;0;0;0;nan;nan;group10280
337;22;245;42.91341991;0.04207198;67.20874949;-1.477077177;group10281
338;20;34;11.46842105;0.014294497;9.583566802;0.776781994;group10282
339;13;0;0;0;nan;nan;group10283
340;14;0;0;0;nan;nan;group10284
341;14;950;212.4835165;0.154193851;298.7295734;-1.308530505;group10285
342;23;199;75.43873518;0.288291654;53.91765622;1.614325236;group10286
343;23;78;29.25296443;0.149833697;21.13355369;1.52661006;group10287
344;12;0;0;0;nan;nan;group10288
345;12;0;0;0;nan;nan;group10289
346;132;144;24.44078186;0.02726356;26.39187386;-0.239951139;group1029
347;52;55;17.05806938;0.013635149;12.17133743;1.385877752;group10290
348;52;6;2.040723982;0.021257541;1.327782265;1.35626457;group10291
349;10;0;0;0;nan;nan;group10292
350;80;114;42.36360759;0.067107307;23.01645002;2.842613488;group10293
351;11;1;0.181818182;0.001044932;0.341417152;-1.128501595;group10294
352;5;0;0;0;nan;nan;group10295
353;55;27;8.480808081;0.042029142;5.901084199;1.42061829;group10296
354;27;455;178.3390313;0.436691955;118.0463036;2.024017558;group10297
355;10;291;58.73333333;0.374550551;102.8643569;-2.145250594;group10298
356;13;0;0;0;nan;nan;group10299
357;123;57;8.905237905;0.026941528;10.58431064;-0.497824073;group103
358;129;129;21.97335271;0.027734455;23.74314514;-0.241650765;group1030
359;13;0;0;0;nan;nan;group10300
360;5;0;0;0;nan;nan;group10301-2
361;63;94;81.57142857;0.29742571;19.94740299;10.65841688;group10301
362;10;0;0;0;nan;nan;group10302
363;15;26;3.466666667;0.009710551;7.996156121;-2.36379761;group10303
364;16;13;3.033333333;0.012638889;3.91775252;-0.870608224;group10304
365;14;14;2;0.001777778;4.402330555;-2.20999328;group10305
366;105;209;30.13681319;0.052776541;39.98923504;-0.823184454;group10306
367;79;113;3.533917559;0.005892524;22.87300741;-2.862247286;group10307
368;121;159;31.86528926;0.04054108;29.61517986;0.249153283;group10308
369;22;50;23.86147186;0.108956493;13.71607133;2.918678098;group10309
370;126;48;7.874031746;0.02066675;8.873239011;-0.348402076;group1031
371;95;108;31.70481523;0.085910334;21.06979889;1.674415212;group10310
372;43;30;13.08527132;0.076522054;6.933622205;3.019368195;group10311
373;14;1;0.142857143;0.000396825;0.314452183;-1.155241342;group10312
374;14;0;0;0;nan;nan;group10313
375;77;35;14.0355434;0.061644295;7.12176288;3.091377432;group10314
376;82;94;25.05841614;0.046404474;18.88374959;1.095764396;group10315
377;82;91;27.06263174;0.040452364;18.28107673;1.607806796;group10316
378;14;0;0;0;nan;nan;group10317
379;15;3;0.4;0.002259887;0.922633399;-1.68500478;group10318
380;13;22;4.512820513;0.004671278;7.08943165;-1.565149061;group10319
381;132;55;9.457089984;0.02370198;10.0802296;-0.192219299;group1032
382;95;45;9.847256439;0.028296714;8.779082869;0.385863765;group10320
383;10;0;0;0;nan;nan;group10321
384;88;114;42.10527691;0.214151335;22.57935499;2.895868938;group10322
385;94;377;99.98970487;0.061468462;73.7021693;1.213849359;group10323
386;69;439;216.1922421;0.256224829;91.38107274;4.798599992;group10324
387;37;47;11.66066066;0.01308059;11.25867374;0.128258381;group10325
388;69;676;335.5038363;0.274574842;140.7143626;4.877140108;group10326
389;69;1282;633.0575448;0.232607575;266.8577113;4.846756145;group10327
390;69;479;240.0716113;0.242224299;99.70736638;4.949220046;group10328
391;15;25;3.333333333;0.006006006;7.688611655;-2.357851211;group10329
392;132;168;36.34397409;0.040574135;30.7905195;0.587740967;group1033
393;14;1;0.142857143;0.000250627;0.314452183;-1.155241342;group10330
394;14;0;0;0;nan;nan;group10331
395;14;0;0;0;nan;nan;group10332
396;15;66;8.8;0.008652901;20.29793477;-2.459780641;group10333
397;26;101;33.93846154;0.05518449;26.46779532;1.104508194;group10334
398;29;182;76.18719212;0.063851114;46.34379257;2.502074282;group10335
399;95;175;50.97043673;0.077580573;34.14087782;1.65672081;group10336
400;17;3;0.926470588;0.009358289;0.887382575;0.124754093;group10337
401;14;0;0;0;nan;nan;group10338
402;14;1;0.142857143;0.00036075;0.314452183;-1.155241342;group10339
403;8;52;18.82142857;0.043568122;20.05509642;-0.331247285;group1034-2
404;196;309;70.14427002;0.187147842;52.79544956;1.049353336;group1034
405;17;22;6.794117647;0.019523327;6.507472218;0.175671458;group10340
406;26;33;17.97230769;0.089713347;8.647893521;4.027829989;group10341
407;48;17;6.835106383;0.073495768;3.830585513;2.465562808;group10342
408;15;23;3.066666667;0.013450292;7.073522722;-2.344570913;group10343
409;95;122;32.82978723;0.056700842;23.80106911;1.263274703;group10344
410;95;84;16.33482643;0.038344663;16.38762136;-0.010585897;group10345
411;10;0;0;0;nan;nan;group10346-2
412;15;48;13.22857143;0.01651507;14.76213438;-0.446620665;group10346
413;2;0;0;0;nan;nan;group10347-2
414;21;139;64.57142857;0.129398982;38.63536922;2.748001506;group10347
415;2;138;138;0.258426966;138;nan;group10348
416;2;0;0;0;nan;nan;group10349
417;144;74;13.10479798;0.032119603;13.3488403;-0.057383849;group1035
418;37;1031;243.3693694;0.290071806;246.9721835;-0.055384471;group10350
419;21;2;0.561904762;0.000780423;0.555904593;0.024861442;group10351
420;24;81;18.48913043;0.057598537;21.69086151;-0.582537776;group10352
421;22;195;19.48484848;0.027099404;53.49267817;-2.591558023;group10353
422;14;0;0;0;nan;nan;group10354
423;14;0;0;0;nan;nan;group10355
424;26;360;29.26153846;0.052773376;94.34065659;-2.746484002;group10356
425;25;9;2.52;0.007433628;2.383500975;0.185806262;group10357
426;22;91;30.44588745;0.046492848;24.96324981;0.883662042;group10358
427;25;54;8.286666667;0.095177015;14.30100585;-1.624458961;group10359
428;132;56;8.863636364;0.021255723;10.2635065;-0.424610336;group1036
429;14;0;0;0;nan;nan;group10360
430;21;39;17.22857143;0.155212355;10.84013956;2.32052318;group10361
431;47;129;11.70305273;0.008819111;29.20741108;-2.161773234;group10362
432;47;64;12.79555967;0.004636072;14.49049852;-0.412255217;group10363
433;47;9;3.604070305;0.01716224;2.037726354;2.176662773;group10364
434;47;50;16.44218316;0.013080496;11.32070197;1.574786591;group10365
435;68;186;58.20851624;0.039039377;38.83614823;1.736487797;group10366
436;34;85;41.59714795;0.113077516;20.78850442;3.733801558;group10367
437;90;313;104.8454432;0.069501011;61.71793357;2.383036378;group10368
438;35;114;23.36470588;0.028139997;27.68192983;-0.583891615;group10369
439;132;53;9.172102706;0.019724952;9.713675796;-0.172929079;group1037
440;14;0;0;0;nan;nan;group10370
441;58;29;9.388989716;0.027247293;6.264834136;1.619633406;group10371
442;34;527;235.4438503;0.289637342;128.8887274;3.167131182;group10372
